Timestamp,Date,Open,High,Low,Close,Volume_(BTC),Volume_(Currency),Weighted_Price
1420588800,2022-04-11,42201.03906,42424.58984,39373.05859,39521.90234,39521.90234,33949912166,
1420675200,2022-04-12,39533.71484,40617.58594,39388.32813,40127.18359,40127.18359,30991500854,
1420761600,2022-04-13,40123.57031,41430.05469,39712.74609,41166.73047,41166.73047,27691105228,
1420848000,2022-04-14,41160.21875,41451.48047,39695.74609,39935.51563,39935.51563,24342001973,
1420934400,2022-04-15,39939.40234,40617.72266,39866.83203,40553.46484,40553.46484,21756855753,
1421020800,2022-04-16,40552.31641,40633.67969,40078.42578,40424.48438,40424.48438,16833150693,
1421107200,2022-04-17,40417.77734,40570.72656,39620.89453,39716.95313,39716.95313,19087633042,
1421193600,2022-04-18,39721.20313,40986.32031,38696.19141,40826.21484,40826.21484,33705182072,
1421280000,2022-04-19,40828.17578,41672.96094,40618.63281,41502.75,41502.75,25303206547,
1421366400,2022-04-20,41501.74609,42126.30078,40961.09766,41374.37891,41374.37891,27819532341,
1421452800,2022-04-21,41371.51563,42893.58203,40063.82813,40527.36328,40527.36328,35372786395,
1421539200,2022-04-22,40525.86328,40777.75781,39315.41797,39740.32031,39740.32031,28011716745,
1421625600,2022-04-23,39738.72266,39935.85938,39352.20313,39486.73047,39486.73047,16138021249,
1421712000,2022-04-24,39478.375,39845.92578,39233.53906,39469.29297,39469.29297,17964398167,
1421798400,2022-04-25,39472.60547,40491.75391,38338.37891,40458.30859,40458.30859,35445730570,
1421884800,2022-04-26,40448.42188,40713.89063,37884.98438,38117.46094,38117.46094,34569088416,
1421971200,2022-04-27,38120.30078,39397.91797,37997.3125,39241.12109,39241.12109,30981015184,
1422057600,2022-04-28,39241.42969,40269.46484,38941.42188,39773.82813,39773.82813,33903704907,
1422144000,2022-04-29,39768.61719,39887.26953,38235.53516,38609.82422,38609.82422,30882994649,
1422230400,2022-04-30,38605.85938,38771.21094,37697.94141,37714.875,37714.875,23895713731,
1422316800,2022-05-01,37713.26563,38627.85938,37585.78906,38469.09375,38469.09375,27002760110,
1422403200,2022-05-02,38472.1875,39074.97266,38156.5625,38529.32813,38529.32813,32922642426,
1422489600,2022-05-03,38528.10938,38629.99609,37585.62109,37750.45313,37750.45313,27326943244,
1422576000,2022-05-04,37748.01172,39902.94922,37732.05859,39698.37109,39698.37109,36754404490,
1422662400,2022-05-05,39695.74609,39789.28125,35856.51563,36575.14063,36575.14063,43106256317,
1422748800,2022-05-06,36573.18359,36624.35938,35482.13281,36040.92188,36040.92188,37795577489,
1422835200,2022-05-07,36042.50391,36129.92578,34940.82422,35501.95313,35501.95313,24375896406,
1422921600,2022-05-08,35502.94141,35502.94141,33878.96484,34059.26563,34059.26563,36763041910,
1423008000,2022-05-09,34060.01563,34222.07422,30296.95313,30296.95313,30296.95313,63355494961,
1423094400,2022-05-10,30273.6543,32596.30859,29944.80273,31022.90625,31022.90625,59811038817,
1423180800,2022-05-11,31016.18359,32013.40234,28170.41406,28936.35547,28936.35547,70388855818,
1423267200,2022-05-12,28936.73438,30032.43945,26350.49023,29047.75195,29047.75195,66989173272,
1423353600,2022-05-13,29030.91016,30924.80273,28782.33008,29283.10352,29283.10352,42841124537,
1423440000,2022-05-14,29285.64258,30192.80273,28702.91016,30101.26563,30101.26563,28579868620,
1423526400,2022-05-15,30098.58594,31308.19141,29527.74023,31305.11328,31305.11328,25835372065,
1423612800,2022-05-16,31304.375,31305.3418,29251.88477,29862.91797,29862.91797,32613897286,
1423699200,2022-05-17,29862.4082,30694.49023,29570.30273,30425.85742,30425.85742,29101473475,
1423785600,2022-05-18,30424.47852,30618.7168,28720.27148,28720.27148,28720.27148,31285268319,
1423872000,2022-05-19,28720.35938,30430.75195,28708.95508,30314.33398,30314.33398,33773447707,
1423958400,2022-05-20,30311.11914,30664.97656,28793.60547,29200.74023,29200.74023,30749382605,
1424044800,2022-05-21,29199.85938,29588.86914,29027.39453,29432.22656,29432.22656,17274840442,
1424131200,2022-05-22,29432.47266,30425.86133,29275.18359,30323.72266,30323.72266,21631532270,
1424217600,2022-05-23,30309.39648,30590.58594,28975.56055,29098.91016,29098.91016,31483454557,
1424304000,2022-05-24,29101.125,29774.35547,28786.58984,29655.58594,29655.58594,26616506245,
1424390400,2022-05-25,29653.13477,30157.78516,29384.94922,29562.36133,29562.36133,27525063551,
1424476800,2022-05-26,29564.77734,29834.16016,28261.90625,29267.22461,29267.22461,36774325352,
1424563200,2022-05-27,29251.14063,29346.94336,28326.61328,28627.57422,28627.57422,36582005748,
1424649600,2022-05-28,28622.625,28814.90039,28554.56641,28814.90039,28814.90039,35519577634,
1424822400,2022-05-30,29440.83984,30756.0293,29307.14063,30602.96875,30602.96875,31102740480,
